Timestamp,Latitude,Longitude,Velocity (kmph)
"01-September-2025, 03:14:04 PM IST",43.9093595,-148.2581394,27588.71205
"01-September-2025, 03:14:10 PM IST",44.10705124,-147.8202998,27588.64322
"01-September-2025, 03:14:15 PM IST",44.27034975,-147.4530854,27588.58594
"01-September-2025, 03:14:20 PM IST",44.4323192,-147.0837295,27588.52873
"01-September-2025, 03:14:25 PM IST",44.59294361,-146.7122289,27588.4716
"01-September-2025, 03:14:30 PM IST",44.75221078,-146.3385718,27588.41456
"01-September-2025, 03:14:35 PM IST",44.91010458,-145.9627559,27588.35763
"01-September-2025, 03:14:40 PM IST",45.06660881,-145.5847794,27588.3008
"01-September-2025, 03:14:45 PM IST",45.221711,-145.2046318,27588.24409
"01-September-2025, 03:14:52 PM IST",45.4364673,-144.668777,27588.16492
"01-September-2025, 03:14:59 PM IST",45.64840204,-144.1286569,27588.08601
"01-September-2025, 03:15:03 PM IST",45.76822401,-143.818101,27588.04106
"01-September-2025, 03:15:08 PM IST",45.91667595,-143.4279402,27587.985
"01-September-2025, 03:15:14 PM IST",46.0928519,-142.9568673,27587.91796
"01-September-2025, 03:15:19 PM IST",46.2380089,-142.5619052,27587.86228
"01-September-2025, 03:15:24 PM IST",46.38164238,-142.1647637,27587.80679
"01-September-2025, 03:15:29 PM IST",46.52373918,-141.7654375,27587.75149
"01-September-2025, 03:15:34 PM IST",46.66428264,-141.3639311,27587.69639
"01-September-2025, 03:15:39 PM IST",46.80325612,-140.9602501,27587.64149
"01-September-2025, 03:15:45 PM IST",46.96793261,-140.4729591,27587.57591
"01-September-2025, 03:15:51 PM IST",47.13030064,-139.9825424,27587.51064
"01-September-2025, 03:15:56 PM IST",47.26382466,-139.5714795,27587.45652
"01-September-2025, 03:16:01 PM IST",47.39571023,-139.1582602,27587.40263
"01-September-2025, 03:16:07 PM IST",47.55179068,-138.6595519,27587.3383
"01-September-2025, 03:16:12 PM IST",47.68002019,-138.241601,27587.28497
"01-September-2025, 03:16:17 PM IST",47.80656146,-137.8215165,27587.23191
"01-September-2025, 03:16:23 PM IST",47.95616298,-137.3146032,27587.1686
"01-September-2025, 03:16:28 PM IST",48.0789387,-136.8898458,27587.11615
"01-September-2025, 03:16:33 PM IST",48.19997757,-136.4629823,27587.06398
"01-September-2025, 03:16:38 PM IST",48.31926321,-136.0340277,27587.01212
"11-September-2025, 02:57:11 PM IST",31.12643347,135.723442,27596.14419
"11-September-2025, 02:57:16 PM IST",31.3499698,135.9762323,27596.09188
"11-September-2025, 02:57:21 PM IST",31.57291006,136.2303126,27596.03884
"11-September-2025, 02:57:25 PM IST",31.75083088,136.4345185,27595.99588
"11-September-2025, 02:57:29 PM IST",31.92836043,136.6395655,27595.95247
"11-September-2025, 02:57:33 PM IST",32.10549818,136.8454649,27595.90861
"11-September-2025, 02:57:38 PM IST",32.3263601,137.1040455,27595.85316
"11-September-2025, 02:57:42 PM IST",32.50259524,137.3118826,27595.80831
"11-September-2025, 02:57:46 PM IST",32.67842493,137.5205958,27595.76302
"11-September-2025, 02:57:51 PM IST",32.89763063,137.7827249,27595.70581
"11-September-2025, 02:57:55 PM IST",33.07252835,137.9934314,27595.65957
"11-September-2025, 02:57:59 PM IST",33.24700303,138.2050337,27595.61291
"11-September-2025, 02:58:03 PM IST",33.4210538,138.4175434,27595.56584
"11-September-2025, 02:58:08 PM IST",33.63801146,138.6844644,27595.50644
"11-September-2025, 02:58:12 PM IST",33.81108644,138.8990359,27595.45847
"11-September-2025, 02:58:16 PM IST",33.98372292,139.114539,27595.41011
"11-September-2025, 02:58:21 PM IST",34.1988903,139.3852335,27595.34911
"05-December-2025, 09:28:54 PM IST",26.78726575,19.64822198,27592.05347
"05-December-2025, 09:29:06 PM IST",26.22558008,20.19786567,27592.11021
"05-December-2025, 09:29:11 PM IST",25.99079486,20.42518296,27592.13223
"05-December-2025, 09:29:16 PM IST",25.75557984,20.6515159,27592.15328
"05-December-2025, 09:29:25 PM IST",25.3311205,21.05648209,27592.1887
"05-December-2025, 09:29:36 PM IST",24.81051769,21.5472728,27592.22762
